CUSTOMER_ID,ORDER_NUMBER,MATERIAL_NUMBER
2974,1,1479
2974,1,343
2974,1,1496
2974,1,358
2974,1,274
2974,1,1466
2974,1,1458
2974,1,51
2974,1,495
2974,1,1483
2974,1,451
2974,1,636
2974,1,60
2974,1,615
2974,1,11
2974,1,306
2974,1,95
2974,1,1250
2974,1,138
2974,1,1469
2974,1,1304
2974,1,1505
2974,1,382
2974,1,431
2974,1,1063
2974,1,445
2974,1,1011
2974,1,1503
2974,1,119
2974,1,434
2974,1,1002
2974,1,172
2999,1,1518
2999,1,62
3117,1,0
3117,1,372
3211,1,144
3211,1,1266
3211,1,1553
3211,1,677
3211,1,1554
3211,1,298
3211,1,691
3211,1,247
3211,1,62
3211,1,1461
3211,1,1410
3343,1,144
3343,1,630
3343,1,41
3343,1,868
3343,1,459
3343,1,870
3375,1,36
3375,1,1586
3375,1,47
3375,1,224
3375,1,429
3375,1,1580
3375,1,232
3375,1,1533
3699,1,1193
3735,1,145
3882,1,29
3882,1,398
3882,1,418
3882,1,407
3882,1,384
3882,1,195
3882,1,1311
4068,1,915
4068,1,1653
4160,1,1003
4160,1,1544
4160,1,1673
4160,1,1674
4160,1,244
4160,1,1667
4160,1,998
4160,1,11
4160,1,11
4160,1,1675
4160,1,1664
4160,1,1676
4239,1,1688
4239,1,1709
4240,1,1169
4240,1,1716
4240,1,1253
4240,1,1717
4240,1,1537
4240,1,1727
4240,1,1235
4240,1,165
4240,1,1093
4240,1,1728
4240,1,1729
4240,1,194
4240,1,11
4240,1,1730
4240,1,1731
4240,1,1304
4240,1,383
4290,1,1085
4290,1,377
4290,1,245
4290,1,1377
4290,1,75
4371,1,1014
4373,1,16
4373,1,1143
4373,1,739
4373,1,762
4373,1,418
4373,1,194
4373,1,11
4373,1,463
4373,1,407
4373,1,1807
4373,1,968
4373,1,1216
4373,1,395
4373,1,1803
4373,1,352
4393,1,1008
4393,1,1266
4393,1,1786
4393,1,290
4393,1,481
4393,1,1813
4393,1,274
4393,1,465
4393,1,1841
4393,1,1836
4393,1,641
4393,1,1815
4393,1,11
4393,1,1116
4393,1,543
4393,1,550
4393,1,1121
4393,1,586
4393,1,890
4393,1,101
4393,1,62
4393,1,1817
4393,1,1824
4393,1,1842
4432,1,1852
4432,1,118
4451,1,1861
4798,1,102
5055,1,1889
5145,1,144
5145,1,1905
5145,1,11
5145,1,133
5242,1,303
5242,1,1919
5278,1,1594
5278,1,996
5278,1,505
5356,1,793
5356,1,1943
5524,1,1976
5524,1,2
5524,1,1482
5524,1,1974
5524,1,630
5524,1,1978
5524,1,432
5524,1,1552
5524,1,1979
5645,1,47
5645,1,525
5645,1,11
5645,1,2007
5645,1,505
5649,1,1700
5649,1,1050
5649,1,93
5710,1,464
5710,1,2023
5710,1,2024
5710,1,1498
5710,1,1772
5710,1,2014
5710,1,71
5710,1,1046
5710,1,1116
5710,1,1276
5710,1,503
5710,1,2025
5710,1,2026
5945,1,1273
5945,1,1087
5945,1,1481
5945,1,65
5945,1,881
5945,1,1350
5945,1,2027
5945,1,1111
5945,1,500
5945,1,138
5945,1,538
5945,1,139
5945,1,1399
5945,1,62
5945,1,19
5945,1,515
5945,1,1211
6025,1,36
6025,1,1455
6025,1,248
6025,1,1063
6025,1,803
6109,1,530
6109,1,99
6109,1,1598
6109,1,634
6120,1,1452
6161,1,121
6161,1,2085
6161,1,176
6161,1,72
6161,1,247
6161,1,1915
6248,1,2115
6321,1,1481
6321,1,1262
6321,1,1148
6321,1,894
6321,1,465
6321,1,221
6321,1,595
6321,1,210
6321,1,379
6321,1,537
6321,1,638
6321,1,1063
6321,1,2095
6321,1,803
6321,1,486
6321,1,62
6321,1,92
6321,1,2116
6321,1,1060
6321,1,1318
6321,1,1524
6321,1,352
6321,1,529
6321,1,756
6321,1,1148
6335,1,294
6335,1,1266
6335,1,51
6335,1,869
6335,1,1239
6335,1,2143
6335,1,904
6418,1,1471
6418,1,1143
6418,1,108
6418,1,1746
6418,1,977
6485,1,658
6485,1,998
6485,1,11
6485,1,2154
6485,1,138
6485,1,169
6485,1,62
6485,1,1103
6485,1,985
6546,1,2174
6546,1,1801
6546,1,290
6546,1,1716
6546,1,1909
6546,1,614
6546,1,107
6546,1,2175
6546,1,166
6546,1,117
6546,1,72
6546,1,245
6546,1,30
6546,1,139
6546,1,1533
6546,1,2093
6628,1,799
6628,1,1504
6628,1,513
6628,1,144
6628,1,178
6628,1,653
6628,1,1498
6628,1,952
6628,1,343
6628,1,804
6628,1,894
6628,1,1636
6628,1,1212
6628,1,377
6628,1,55
6628,1,238
6628,1,71
6628,1,656
6628,1,965
6628,1,949
6628,1,998
6628,1,11
6628,1,394
6628,1,363
6628,1,109
6628,1,156
6628,1,623
6628,1,1068
6628,1,1523
6628,1,2193
6628,1,984
6628,1,19
6628,1,316
6655,1,36
6655,1,395
6689,1,2218
6689,1,1256
6705,1,603
6705,1,11
6705,1,530
6896,1,62
6896,1,1358
7019,1,174
7019,1,2170
7019,1,252
7019,1,1348
7019,1,196
7019,1,985
7019,1,830
7054,1,652
7054,1,653
7054,1,731
7054,1,677
7054,1,1471
7054,1,938
7054,1,1116
7054,1,1540
7054,1,530
7054,1,99
7054,1,110
7054,1,2246
7054,1,651
7057,1,2253
7057,1,2257
7057,1,19
7057,1,1521
7057,1,1211
7061,1,72
7081,1,269
7081,1,445
7150,1,540
7150,1,1541
7150,1,463
7150,1,895
7182,1,878
7211,1,1308
7267,1,2290
7275,1,2233
7275,1,198
7275,1,210
7275,1,2323
7275,1,989
7275,1,62
7275,1,195
7297,1,261
7297,1,659
7359,1,0
7359,1,911
7359,1,631
7400,1,2371
7400,1,29
7400,1,677
7400,1,495
7400,1,1721
7400,1,1473
7400,1,998
7400,1,11
7400,1,380
7400,1,817
7400,1,1711
7400,1,2222
7400,1,1453
7400,1,62
7400,1,707
7400,1,1914
7400,1,1375
7400,1,352
7678,1,414
7678,1,701
7678,1,988
7678,1,596
7678,1,176
7678,1,1481
7678,1,290
7678,1,2389
7678,1,343
7678,1,244
7678,1,2374
7678,1,483
7678,1,2228
7678,1,2078
7678,1,2387
7678,1,95
7678,1,280
7678,1,90
7678,1,694
7678,1,160
7694,1,144
7694,1,840
7694,1,677
7694,1,574
7694,1,243
7694,1,636
7694,1,858
7694,1,500
7694,1,998
7694,1,11
7694,1,1749
7694,1,660
7694,1,201
7694,1,642
7694,1,1839
7694,1,817
7694,1,934
7694,1,2333
7694,1,2396
7694,1,977
7694,1,2150
7835,1,2407
7835,1,1987
7835,1,1902
7839,1,914
7988,1,775
7988,1,1157
7988,1,940
8003,1,1740
8003,1,621
8006,1,1504
8006,1,988
8006,1,371
8006,1,233
8006,1,2435
8006,1,1787
8006,1,343
8006,1,2438
8006,1,1526
8006,1,71
8006,1,1543
8006,1,224
8006,1,2439
8006,1,2423
8006,1,2432
8006,1,2411
8006,1,998
8006,1,91
8006,1,849
8006,1,19
8006,1,820
8178,1,897
8207,1,36
8207,1,2446
8207,1,1025
8207,1,343
8207,1,121
8207,1,1660
8207,1,658
8207,1,11
8207,1,72
8207,1,675
8275,1,290
8281,1,1773
8281,1,154
8306,1,2105
8306,1,152
8306,1,652
8306,1,85
8306,1,290
8306,1,769
8306,1,275
8306,1,557
8306,1,1408
8306,1,280
8306,1,1839
8306,1,502
8306,1,2463
8306,1,435
8306,1,830
8306,1,2057
8408,1,36
8408,1,1405
8408,1,2071
8408,1,1487
8408,1,998
8408,1,11
8408,1,355
8408,1,2467
8408,1,2469
8408,1,1517
8529,1,1200
8604,1,1787
8604,1,831
8604,1,909
8604,1,1775
8667,1,526
8667,1,36
8667,1,1881
8667,1,572
8667,1,290
8667,1,47
8667,1,343
8667,1,3
8667,1,257
8667,1,2099
8667,1,2499
8667,1,1584
8667,1,1407
8667,1,24
8667,1,117
8667,1,1971
8667,1,2500
8667,1,530
8667,1,1796
8720,1,272
8720,1,343
8720,1,461
8720,1,52
8720,1,57
8720,1,117
8720,1,168
8720,1,111
8720,1,943
8972,1,430
8972,1,72
8972,1,93
9021,1,1235
9021,1,928
9021,1,866
9038,1,1167
9038,1,244
9126,1,144
9126,1,1944
9126,1,1577
9126,1,934
9126,1,937
9172,1,2236
9202,1,2072
9202,1,2219
9202,1,805
9202,1,1536
9202,1,677
9202,1,2518
9202,1,72
9202,1,280
9202,1,139
9202,1,99
9202,1,2519
9202,1,699
9333,1,2003
9333,1,2367
9333,1,724
9333,1,2524
9425,1,862
9425,1,1481
9425,1,18
9566,1,273
9612,1,901
9640,1,2407
9640,1,131
9640,1,2542
9640,1,595
9836,1,2371
9836,1,1414
9836,1,1294
9836,1,1749
9836,1,1610
9872,1,2550
9872,1,2552
9872,1,222
9872,1,186
9872,1,225
9872,1,430
9872,1,211
9872,1,62
9872,1,627
9872,1,119
9872,1,204
9952,1,787
9952,1,36
9952,1,2133
9952,1,495
10122,1,799
10122,1,36
10122,1,2371
10122,1,1969
10122,1,256
10122,1,654
10122,1,2043
10122,1,1244
10122,1,181
10122,1,613
10122,1,1193
10122,1,2059
10122,1,1843
10122,1,1554
10122,1,154
10122,1,2575
10122,1,1591
10122,1,557
10122,1,966
10122,1,108
10122,1,998
10122,1,1611
10122,1,245
10122,1,660
10122,1,1298
10122,1,2569
10122,1,1540
10122,1,99
10122,1,226
10122,1,1063
10122,1,2047
10122,1,303
10122,1,927
10193,1,2415
10193,1,482
10193,1,2506
10193,1,2518
10254,1,1811
10288,1,1393
10288,1,81
10288,1,1674
10288,1,614
10288,1,2592
10288,1,1960
10288,1,2590
10288,1,40
10291,1,191
10291,1,62
10394,1,36
10394,1,1416
10394,1,11
10410,1,495
10410,1,2318
10410,1,2464
10410,1,2598
10440,1,317
10440,1,289
10440,1,377
10569,1,675
10569,1,893
10665,1,2211
10737,1,36
10737,1,29
10737,1,154
10737,1,121
10737,1,11
10737,1,463
10737,1,530
10737,1,46
10737,1,99
10737,1,119
10737,1,1002
10821,1,2279
10821,1,1991
10821,1,525
10821,1,212
10821,1,172
10821,1,196
10821,1,19
10821,1,767
10849,1,11
10855,1,1628
10855,1,2618
10855,1,1067
10855,1,102
10947,1,839
10947,1,1857
10947,1,343
10947,1,182
10947,1,121
10947,1,275
10947,1,981
10947,1,11
10947,1,691
10947,1,1304
10947,1,1706
10981,1,375
10981,1,574
10981,1,111
10998,1,1134
10998,1,947
10998,1,11
10998,1,934
10998,1,347
11063,1,855
11063,1,2165
11063,1,104
11063,1,179
11063,1,654
11063,1,702
11063,1,1819
11063,1,1639
11063,1,343
11063,1,2324
11063,1,2634
11063,1,1968
11063,1,244
11063,1,2464
11063,1,949
11063,1,777
11063,1,998
11063,1,245
11063,1,2635
11063,1,2078
11063,1,889
11063,1,1612
11063,1,1990
11063,1,1549
11063,1,600
11063,1,382
11063,1,1132
11063,1,2630
11063,1,196
11147,1,1394
11147,1,11
11147,1,1348
11202,1,1504
11202,1,2645
11202,1,922
11202,1,631
11202,1,417
11202,1,1588
11202,1,71
11202,1,876
11202,1,2169
11202,1,2640
11202,1,247
11202,1,905
11202,1,523
11202,1,62
11202,1,1461
11202,1,195
11202,1,781
11202,1,1947
11202,1,985
11202,1,2024
11202,1,352
11202,1,927
11216,1,176
11216,1,496
11216,1,1204
11216,1,1428
11216,1,2437
11216,1,110
11216,1,1517
11216,1,2023
11293,1,343
11293,1,472
11293,1,909
11293,1,11
11293,1,202
11293,1,2208
11319,1,796
11319,1,276
11319,1,1310
11319,1,1055
11319,1,34
11319,1,225
11319,1,11
11319,1,95
11319,1,690
11319,1,1612
11319,1,661
11319,1,643
11319,1,1579
11487,1,0
11487,1,596
11487,1,1909
11567,1,526
11567,1,598
11567,1,1046
11567,1,1278
11567,1,824
11567,1,2366
11567,1,352
11619,1,36
11619,1,790
11619,1,1652
11686,1,1019
11686,1,233
11686,1,790
11763,1,349
11763,1,289
11763,1,257
11763,1,292
11763,1,1920
11763,1,1538
11785,1,698
11785,1,631
11785,1,903
11785,1,1591
11785,1,82
11785,1,1281
11785,1,1667
11785,1,869
11785,1,2635
11785,1,247
11785,1,211
11785,1,2671
11785,1,303
11785,1,196
11900,1,726
11900,1,1559
11900,1,1312
11900,1,1487
11900,1,1612
11900,1,2172
11900,1,620
12043,1,1994
12043,1,415
12043,1,498
12043,1,1292
12043,1,2676
12043,1,1149
12043,1,1149
12095,1,731
12095,1,290
12095,1,677
12095,1,2677
12095,1,382
12095,1,2046
12095,1,9
12095,1,2057
12185,1,36
12185,1,36
12185,1,690
12185,1,2530
12219,1,580
12219,1,1211
12243,1,2435
12243,1,2536
12243,1,869
12276,1,500
12276,1,538
12417,1,2690
12437,1,36
12437,1,1240
12437,1,2693
12437,1,165
12437,1,747
12437,1,154
12437,1,4
12437,1,122
12437,1,636
12437,1,740
12437,1,194
12437,1,2692
12437,1,11
12437,1,26
12437,1,1348
12437,1,1231
12445,1,787
12445,1,0
12445,1,2472
12545,1,614
12545,1,1692
12567,1,161
12567,1,1406
12567,1,181
12567,1,343
12567,1,732
12567,1,273
12567,1,1666
12567,1,11
12567,1,1796
12567,1,1679
12567,1,62
12567,1,695
12567,1,951
12620,1,36
12620,1,130
12620,1,290
12620,1,986
12620,1,1427
12620,1,1055
12620,1,235
12620,1,2179
12620,1,225
12620,1,407
12620,1,6
12620,1,46
12620,1,420
12620,1,136
12620,1,303
12684,1,1464
12684,1,581
12684,1,1625
12684,1,1240
12684,1,561
12684,1,65
12684,1,1643
12684,1,1193
12684,1,20
12684,1,16
12684,1,2557
12684,1,1422
12684,1,429
12684,1,382
12684,1,975
12684,1,2680
12684,1,62
12684,1,1684
12684,1,1694
12684,1,849
12684,1,2020
12684,1,2453
12942,1,2691
12942,1,1304
12942,1,2469
12942,1,1804
12942,1,1442
12942,1,1538
13089,1,1504
13089,1,290
13089,1,1991
13089,1,343
13089,1,1563
13089,1,2706
13089,1,231
13089,1,1885
13089,1,998
13089,1,11
13089,1,853
13089,1,2096
13089,1,473
13089,1,1002
13089,1,766
13320,1,461
13320,1,40
13320,1,62
13320,1,1002
13320,1,303
13320,1,2712
13333,1,2442
13333,1,2048
13333,1,983
13333,1,1862
13380,1,343
13380,1,11
13380,1,2083
13380,1,787
13380,1,2721
13380,1,1296
13380,1,2496
13380,1,1766
13380,1,205
13380,1,2447
13380,1,1636
13380,1,71
13380,1,1898
13380,1,659
13380,1,2119
13380,1,2078
13380,1,247
13380,1,550
13380,1,1187
13380,1,2057
13382,1,493
13382,1,1774
13382,1,704
13382,1,1228
13382,1,108
13382,1,998
13382,1,11
13382,1,967
13382,1,1132
13583,1,22
13652,1,85
13652,1,1700
13652,1,1066
13652,1,823
13652,1,1941
13652,1,2078
13652,1,558
13652,1,786
13652,1,1089
13714,1,244
13714,1,498
13714,1,777
13714,1,1796
13714,1,62
13714,1,340
13729,1,1504
13729,1,2505
13729,1,148
13729,1,777
13729,1,11
13729,1,2134
13729,1,62
13729,1,707
13729,1,315
13729,1,449
13862,1,36
13862,1,144
13862,1,233
13862,1,290
13862,1,491
13862,1,702
13862,1,153
13862,1,2158
13862,1,860
13862,1,51
13862,1,1483
13862,1,2384
13862,1,525
13862,1,405
13862,1,11
13862,1,347
13862,1,1701
13862,1,230
13862,1,509
13862,1,352
13862,1,927
13907,1,2494
13907,1,1836
13907,1,2175
13978,1,36
13978,1,2196
13978,1,242
13978,1,1577
13978,1,2289
13978,1,62
13978,1,62
13978,1,241
13978,1,2453
13978,1,2453
14076,1,389
14076,1,121
14076,1,948
14076,1,1310
14076,1,2744
14076,1,329
14076,1,2642
14076,1,413
14076,1,891
14076,1,707
14076,1,1013
14076,1,2549
14104,1,1425
14104,1,1633
14104,1,1577
14104,1,909
14104,1,982
14104,1,1378
14179,1,144
14179,1,2282
14179,1,166
14179,1,11
14179,1,247
14179,1,2457
14179,1,1676
14179,1,927
14179,1,1934
14403,1,290
14403,1,1700
14403,1,71
14403,1,56
14403,1,168
14403,1,172
14403,1,849
14403,1,2057
14425,1,144
14425,1,20
14425,1,20
14425,1,625
14425,1,196
14434,1,255
14434,1,290
14434,1,860
14434,1,481
14434,1,2575
14434,1,497
14434,1,1487
14434,1,522
14434,1,966
14434,1,500
14434,1,11
14434,1,931
14434,1,1696
14434,1,2751
14434,1,62
14434,1,1778
14434,1,634
14476,1,1827
14556,1,472
14556,1,280
14556,1,62
14800,1,638
14800,1,36
14800,1,28
14800,1,1153
14800,1,2769
14800,1,2770
14870,1,343
14870,1,1126
14870,1,690
14942,1,1247
14942,1,502
14942,1,2561
14942,1,2116
15061,1,2068
15061,1,2196
15061,1,1602
15061,1,666
15061,1,319
15061,1,1175
15061,1,1212
15061,1,909
15061,1,108
15061,1,350
15061,1,331
15061,1,170
15061,1,2138
15109,1,343
15109,1,122
15109,1,11
15109,1,363
15109,1,719
15109,1,2784
15109,1,1944
15109,1,768
15109,1,181
15109,1,2284
15109,1,1451
15109,1,924
15109,1,677
15109,1,703
15109,1,274
15109,1,946
15109,1,495
15109,1,277
15109,1,615
15109,1,1783
15109,1,1101
15109,1,280
15109,1,864
15109,1,363
15109,1,1444
15109,1,1063
15109,1,719
15109,1,1285
15109,1,119
15109,1,819
15109,1,1550
15109,1,985
15126,1,598
15126,1,2651
15126,1,1394
15126,1,615
15126,1,2744
15126,1,998
15126,1,958
15126,1,93
15126,1,634
15159,1,1733
15159,1,11
15159,1,940
15159,1,715
15159,1,1309
15256,1,251
15256,1,2025
15578,1,566
15781,1,971
15781,1,701
15781,1,1167
15781,1,182
15781,1,275
15781,1,61
15781,1,1667
15781,1,1292
15781,1,659
15781,1,11
15781,1,123
15781,1,53
15781,1,62
15781,1,1695
15781,1,1097
15812,1,141
15812,1,614
15812,1,2801
16157,1,1296
16157,1,883
16157,1,29
16157,1,41
16157,1,2589
16157,1,806
16157,1,275
16157,1,1171
16157,1,108
16157,1,11
16157,1,292
16157,1,1073
16157,1,1790
16157,1,352
16157,1,1785
16193,1,36
16193,1,596
16193,1,658
16193,1,1895
16193,1,172
16251,1,0
16251,1,64
16251,1,289
16251,1,104
16251,1,2496
16251,1,1091
16251,1,409
16251,1,290
16251,1,2253
16251,1,343
16251,1,243
16251,1,391
16251,1,1822
16251,1,1093
16251,1,1248
16251,1,11
16251,1,1826
16251,1,2490
16251,1,211
16251,1,778
16251,1,79
16251,1,2128
16251,1,2549
16251,1,1934
16266,1,2543
16266,1,2058
16266,1,1273
16266,1,343
16266,1,1724
16266,1,69
16266,1,71
16266,1,500
16266,1,538
16266,1,99
16266,1,1755
16266,1,623
16266,1,62
16266,1,1942
16333,1,0
16333,1,296
16333,1,357
16333,1,1782
16333,1,154
16333,1,2092
16333,1,71
16333,1,2353
16333,1,2727
16333,1,394
16333,1,6
16333,1,250
16333,1,303
16333,1,830
16361,1,1292
16442,1,1425
16442,1,1230
16442,1,1378
16442,1,719
16566,1,2402
16566,1,2823
16579,1,2798
16579,1,1214
16579,1,881
16579,1,51
16579,1,1135
16688,1,36
16688,1,1078
16688,1,1169
16688,1,2555
16688,1,825
16688,1,2652
16688,1,274
16688,1,2826
16688,1,2683
16688,1,1101
16688,1,1314
16688,1,810
16688,1,11
16688,1,1549
16688,1,928
16688,1,1540
16688,1,479
16688,1,460
16688,1,382
16688,1,2160
16688,1,195
16688,1,1550
16812,1,1364
16812,1,2328
16812,1,247
16812,1,110
16812,1,2830
16842,1,290
16842,1,11
16842,1,117
16842,1,666
16842,1,348
16842,1,1211
17025,1,1448
17025,1,456
17025,1,1722
17025,1,457
17025,1,2836
17025,1,2168
17025,1,2255
17025,1,1507
17025,1,966
17025,1,1923
17025,1,1757
17025,1,394
17025,1,171
17025,1,1453
17025,1,62
17025,1,2368
17026,1,1244
17026,1,272
17026,1,677
17026,1,614
17026,1,1081
17026,1,1246
17026,1,2078
17026,1,2081
17026,1,247
17026,1,904
17026,1,265
17026,1,110
17026,1,1878
17026,1,666
17026,1,302
17091,1,1889
17091,1,47
17091,1,357
17091,1,1444
17091,1,2082
17091,1,340
17101,1,36
17101,1,902
17101,1,0
17101,1,343
17101,1,186
17101,1,1950
17101,1,949
17101,1,11
17101,1,2581
17101,1,2684
17101,1,820
17145,1,1655
17145,1,1002
17207,1,1873
17207,1,1274
17207,1,178
17207,1,2691
17207,1,37
17207,1,2005
17207,1,1107
17207,1,248
17207,1,77
17207,1,110
17446,1,36
17446,1,922
17446,1,273
17446,1,2791
17446,1,2247
17479,1,881
17479,1,343
17479,1,39
17479,1,11
17479,1,505
17481,1,36
17481,1,794
17481,1,372
17481,1,953
17481,1,815
17481,1,1386
17481,1,2641
17481,1,713
17481,1,2232
17481,1,593
17481,1,2523
17481,1,11
17481,1,462
17481,1,138
17481,1,1580
17481,1,248
17481,1,339
17481,1,340
17481,1,2157
17481,1,819
17522,1,530
17522,1,2490
17613,1,36
17613,1,560
17613,1,2731
17613,1,2336
17641,1,36
17641,1,254
17641,1,898
17641,1,375
17641,1,495
17641,1,35
17641,1,90
17641,1,1461
17649,1,47
17649,1,761
17649,1,1860
17649,1,472
17649,1,2040
17649,1,25
17649,1,79
17649,1,2846
17650,1,1284
17650,1,640
17650,1,572
17650,1,2
17650,1,442
17650,1,2850
17650,1,949
17650,1,430
17650,1,138
17650,1,2630
17650,1,10
17687,1,71
17693,1,1232
17693,1,2723
17693,1,499
17693,1,132
17693,1,406
17693,1,502
17715,1,1675
17773,1,472
17773,1,154
17773,1,666
17837,1,1455
17837,1,636
17837,1,869
17837,1,1832
17837,1,1200
17837,1,785
17837,1,1419
17837,1,2599
17837,1,781
17837,1,2775
17899,1,1443
17899,1,570
17899,1,2546
17899,1,1538
17899,1,36
17899,1,141
17899,1,176
17918,1,924
17918,1,1872
17918,1,1391
17979,1,1623
17979,1,1521
17996,1,922
17996,1,1369
17996,1,839
17996,1,1602
17996,1,154
17996,1,500
17996,1,529
17996,1,538
17996,1,577
17996,1,1613
18022,1,64
18022,1,1369
18022,1,1991
18022,1,343
18022,1,998
18022,1,11
18049,1,838
18049,1,1906
18049,1,1234
18049,1,57
18049,1,2038
18049,1,117
18049,1,1165
18049,1,109
18049,1,26
18049,1,696
18068,1,2397
18068,1,944
18068,1,40
18068,1,2530
18074,1,62
18096,1,1
18096,1,1183
18096,1,2826
18096,1,877
18096,1,1187
18096,1,1676
18100,1,2550
18100,1,666
18116,1,110
18399,1,761
18399,1,2035
18425,1,876
18425,1,102
18437,1,1724
18474,1,36
18474,1,2158
18474,1,283
18547,1,2212
18547,1,2251
18547,1,839
18547,1,822
18547,1,399
18547,1,1829
18547,1,122
18547,1,856
18547,1,336
18547,1,690
18547,1,647
18547,1,282
18547,1,1677
18547,1,1049
18547,1,111
18547,1,1258
18547,1,849
18745,1,41
18745,1,973
18745,1,2464
18745,1,933
18745,1,2842
18745,1,2546
18745,1,1328
18833,1,722
18833,1,493
18833,1,231
18833,1,62
18833,1,195
18833,1,1533
18833,1,532
18874,1,622
18874,1,62
18874,1,2164
18935,1,1
18935,1,274
18935,1,2255
18935,1,1815
18935,1,998
18935,1,252
18935,1,402
19134,1,36
19134,1,1529
19134,1,2256
19134,1,1862
19134,1,1796
19134,1,1914
19134,1,1154
19168,1,1891
19229,1,97
19229,1,808
19229,1,1966
19229,1,2728
19229,1,966
19229,1,1271
19229,1,247
19229,1,99
19229,1,212
19229,1,62
19229,1,102
19400,1,141
19400,1,154
19400,1,326
19400,1,429
19400,1,2116
19400,1,820
19400,1,352
19416,1,1427
19416,1,664
19647,1,2068
19647,1,356
19647,1,2335
19647,1,2
19647,1,761
19647,1,343
19647,1,11
19647,1,2383
19647,1,2061
19647,1,486
19647,1,2846
19647,1,1462
19647,1,396
19647,1,459
19647,1,352
19708,1,1570
19708,1,36
19708,1,1504
19708,1,254
19708,1,2
19708,1,2315
19708,1,630
19708,1,1396
19708,1,257
19708,1,1335
19708,1,2677
19708,1,525
