CUSTOMER_ID,TRANSACTION_DT,ORDER_NUMBER,MATERIAL_NUMBER
28547,2001-02-19,656,2712
28547,2001-02-19,656,2691
28547,2001-02-19,656,172
28547,2001-02-19,656,1871
28547,2001-02-19,656,382
28547,2001-02-19,656,11
28547,2001-02-19,656,445
28547,2001-02-19,656,162
28547,2001-02-19,656,1714
28547,2001-02-19,656,2713
28547,2001-02-19,656,230
28547,2001-02-19,656,2714
28547,2001-02-19,656,2715
28547,2001-02-19,656,491
28653,2001-02-21,660,2716
28653,2001-02-21,660,172
28653,2001-02-21,660,808
28721,2001-01-05,664,2725
28844,2001-01-19,668,1939
28844,2001-01-19,668,556
28844,2001-01-19,668,2730
28899,2001-02-04,672,2737
28899,2001-02-04,672,1981
28967,2001-01-22,675,2453
28967,2001-01-22,675,2746
28967,2001-01-22,675,2747
28967,2001-01-22,675,2587
28967,2001-01-22,675,299
28967,2001-01-22,675,2748
28967,2001-01-22,675,445
29018,2001-02-20,681,2749
29018,2001-02-20,681,2759
29117,2001-02-21,684,172
29209,2001-02-19,688,2767
29209,2001-02-19,688,2219
29209,2001-02-19,688,2165
29209,2001-02-19,688,172
29223,2001-01-18,691,400
29377,2001-02-28,701,2785
29377,2001-02-28,701,2786
29421,2001-02-28,718,491
29421,2001-02-28,718,2793
29599,2001-02-24,721,2831
29964,2001-02-21,728,1476
29964,2001-02-21,728,606
29964,2001-02-21,728,1018
29964,2001-02-21,728,790
30045,2001-02-21,731,790
30045,2001-02-21,731,2842
30045,2001-02-21,731,1702
30045,2001-02-21,731,990
30045,2001-02-21,731,2843
30045,2001-02-21,731,2844
30045,2001-02-21,731,428
30045,2001-02-21,731,172
30045,2001-02-21,731,399
30106,2001-02-25,734,2855
30106,2001-02-25,734,2847
30106,2001-02-25,734,1157
30106,2001-02-25,734,2856
30106,2001-02-25,734,2857
30106,2001-02-25,734,2858
30106,2001-02-25,734,1461
30106,2001-02-25,734,2859
30106,2001-02-25,734,2860
30106,2001-02-25,734,2861
30106,2001-02-25,734,11
30106,2001-02-25,734,2862
30106,2001-02-25,734,2863
30106,2001-02-25,734,382
30106,2001-02-25,734,2864
30267,2001-01-20,738,1415
30267,2001-01-20,738,2342
30267,2001-01-20,738,1381
30267,2001-01-20,738,615
30267,2001-01-20,738,2876
30267,2001-01-20,738,2877
30267,2001-01-20,738,2595
30267,2001-01-20,738,1488
30267,2001-01-20,738,2878
30267,2001-01-20,738,2879
30267,2001-01-20,738,2180
30267,2001-01-20,738,2880
30267,2001-01-20,738,2149
30267,2001-01-20,738,2881
30281,2001-02-18,751,2908
30281,2001-02-18,751,2872
30281,2001-02-18,751,2909
30281,2001-02-18,751,2868
30281,2001-02-18,751,172
30281,2001-02-18,751,2910
30281,2001-02-18,751,647
30281,2001-02-18,751,2911
30281,2001-02-18,751,2912
30281,2001-02-18,751,580
30281,2001-02-18,751,513
30281,2001-02-18,751,2165
30281,2001-02-18,751,691
30281,2001-02-18,751,2913
30502,2001-02-03,754,1630
30502,2001-02-03,754,1815
30502,2001-02-03,754,1378
30502,2001-02-03,754,718
30502,2001-02-03,754,1634
30502,2001-02-03,754,1040
30502,2001-02-03,754,1996
30502,2001-02-03,754,37
30908,2001-02-21,761,1994
30908,2001-02-21,761,2921
30908,2001-02-21,761,172
30908,2001-02-21,761,1315
30908,2001-02-21,761,374
30908,2001-02-21,761,780
32100,2001-02-28,782,11
32100,2001-02-28,782,172
32674,2001-02-03,787,2986
32674,2001-02-03,787,2987
32674,2001-02-03,787,2988
32674,2001-02-03,787,2989
32674,2001-02-03,787,1379
32827,2001-02-26,804,3028
32827,2001-02-26,804,659
32827,2001-02-26,804,2504
32827,2001-02-26,804,3029
32827,2001-02-26,804,2879
32827,2001-02-26,804,989
32827,2001-02-26,804,419
32827,2001-02-26,804,3030
32896,2001-02-21,814,172
33169,2001-02-19,823,3049
33268,2001-02-22,830,172
33268,2001-02-22,830,697
33268,2001-02-22,830,2846
33268,2001-02-22,830,3068
33268,2001-02-22,830,3063
33510,2001-02-08,834,1491
33510,2001-02-08,834,3071
33510,2001-02-08,834,2602
33510,2001-02-08,834,875
33510,2001-02-08,834,1522
33510,2001-02-08,834,643
33770,2001-02-26,841,3096
33770,2001-02-26,841,3097
33862,2001-01-15,848,1185
33862,2001-01-15,848,925
33862,2001-01-15,848,3105
34302,2001-01-28,851,1353
35866,2001-02-05,854,3002
35866,2001-02-05,854,8
35866,2001-02-05,854,3121
35866,2001-02-05,854,3122
35866,2001-02-05,854,3123
35866,2001-02-05,854,1295
35866,2001-02-05,854,3124
35866,2001-02-05,854,2039
35866,2001-02-05,854,3125
35866,2001-02-05,854,3115
35866,2001-02-05,854,1262
35866,2001-02-05,854,1249
36016,2001-02-12,862,508
36450,2001-02-22,867,2499
36450,2001-02-22,867,3145
36450,2001-02-22,867,2697
36450,2001-02-22,867,1663
36450,2001-02-22,867,1159
36450,2001-02-22,867,425
36450,2001-02-22,867,161
36450,2001-02-22,867,2980
36450,2001-02-22,867,172
38317,2001-02-12,871,5
38355,2001-02-14,874,3149
38386,2001-02-24,880,355
38782,2001-02-25,885,206
38782,2001-02-25,885,3161
38836,2001-02-05,888,3168
38836,2001-02-05,888,473
39215,2001-02-21,892,670
39215,2001-02-21,892,172
39215,2001-02-21,892,3173
39635,2001-02-27,895,1220
39635,2001-02-27,895,3185
39635,2001-02-27,895,3186
39635,2001-02-27,895,3187
39635,2001-02-27,895,2290
39635,2001-02-27,895,1691
39635,2001-02-27,895,3188
39642,2001-01-30,900,444
39642,2001-01-30,900,551
39765,2001-01-24,903,3208
39932,2001-02-24,914,1775
39932,2001-02-24,914,656
40068,2001-02-28,921,316
40129,2001-02-16,928,1775
40129,2001-02-16,928,3149
40129,2001-02-16,928,3226
40150,2001-02-28,937,2763
40150,2001-02-28,937,485
40150,2001-02-28,937,919
40150,2001-02-28,937,5
40150,2001-02-28,937,11
40150,2001-02-28,937,754
40150,2001-02-28,937,23
40150,2001-02-28,937,1455
40150,2001-02-28,937,387
40150,2001-02-28,937,172
40181,2001-02-27,957,382
40181,2001-02-27,957,3263
40181,2001-02-27,957,1381
40198,2001-02-26,970,650
40198,2001-02-26,970,536
40198,2001-02-26,970,37
40198,2001-02-26,970,3270
40198,2001-02-26,970,316
40198,2001-02-26,970,2368
40198,2001-02-26,970,332
40198,2001-02-26,970,3271
40242,2001-02-19,976,3287
40242,2001-02-19,976,3288
40242,2001-02-19,976,450
40242,2001-02-19,976,3289
40242,2001-02-19,976,2001
40242,2001-02-19,976,274
40242,2001-02-19,976,2584
40266,2001-02-28,980,3293
40266,2001-02-28,980,142
40266,2001-02-28,980,160
40266,2001-02-28,980,316
40488,2001-02-21,989,1422
40662,2001-02-21,995,3329
40662,2001-02-21,995,3330
40662,2001-02-21,995,665
40662,2001-02-21,995,3331
40662,2001-02-21,995,2258
40662,2001-02-21,995,482
40662,2001-02-21,995,374
40662,2001-02-21,995,998
40662,2001-02-21,995,3332
40662,2001-02-21,995,989
40662,2001-02-21,995,3333
40662,2001-02-21,995,3282
40662,2001-02-21,995,2416
40662,2001-02-21,995,3334
40662,2001-02-21,995,316
40662,2001-02-21,995,1777
40662,2001-02-21,995,2438
40662,2001-02-21,995,3335
40662,2001-02-21,995,3336
40662,2001-02-21,995,425
40662,2001-02-21,995,3337
40662,2001-02-21,995,2897
40662,2001-02-21,995,387
40662,2001-02-21,995,3338
40662,2001-02-21,995,3339
40907,2001-02-20,1001,172
41133,2001-02-24,1004,3345
41133,2001-02-24,1004,2598
41133,2001-02-24,1004,1648
41171,2001-02-28,1015,3368
41171,2001-02-28,1015,310
41171,2001-02-28,1015,3369
41171,2001-02-28,1015,3351
41188,2001-02-01,1023,329
41188,2001-02-01,1023,1454
41188,2001-02-01,1023,3381
41188,2001-02-01,1023,493
41188,2001-02-01,1023,2228
41188,2001-02-01,1023,3220
41263,2001-02-24,1036,206
41263,2001-02-24,1036,3396
41263,2001-02-24,1036,3383
41263,2001-02-24,1036,316
41263,2001-02-24,1036,3397
41263,2001-02-24,1036,3398
41607,2001-01-13,1039,3387
41607,2001-01-13,1039,3401
41607,2001-01-13,1039,3402
41607,2001-01-13,1039,396
41737,2001-02-25,1049,3423
41737,2001-02-25,1049,160
41737,2001-02-25,1049,3424
41737,2001-02-25,1049,183
41737,2001-02-25,1049,641
41737,2001-02-25,1049,3425
41737,2001-02-25,1049,1088
41737,2001-02-25,1049,3130
41928,2001-02-18,1063,3444
41928,2001-02-18,1063,3445
41928,2001-02-18,1063,11
41928,2001-02-18,1063,780
41928,2001-02-18,1063,3446
41928,2001-02-18,1063,373
41928,2001-02-18,1063,3447
41928,2001-02-18,1063,3448
41928,2001-02-18,1063,548
42017,2001-01-30,1069,1720
42093,2001-02-22,1085,7
42093,2001-02-22,1085,265
42208,2001-02-28,1092,316
42666,2001-02-21,1103,3512
42666,2001-02-21,1103,374
42666,2001-02-21,1103,327
42666,2001-02-21,1103,172
42666,2001-02-21,1103,3513
42857,2001-02-23,1110,172
42949,2001-02-23,1115,172
42963,2001-02-11,1120,919
42963,2001-02-11,1120,1074
42963,2001-02-11,1120,160
42963,2001-02-11,1120,2912
42963,2001-02-11,1120,2070
42963,2001-02-11,1120,3534
42963,2001-02-11,1120,608
42963,2001-02-11,1120,378
42963,2001-02-11,1120,2028
42963,2001-02-11,1120,9
43113,2001-02-24,1124,1643
43113,2001-02-24,1124,1942
43113,2001-02-24,1124,3538
43113,2001-02-24,1124,1556
43113,2001-02-24,1124,2107
43113,2001-02-24,1124,1458
43113,2001-02-24,1124,1341
43113,2001-02-24,1124,3535
43342,2001-02-26,1127,316
43342,2001-02-26,1127,27
43342,2001-02-26,1127,382
43342,2001-02-26,1127,30
43342,2001-02-26,1127,657
43359,2001-02-25,1130,1430
43359,2001-02-25,1130,2660
43359,2001-02-25,1130,780
43359,2001-02-25,1130,3547
43472,2001-02-27,1150,491
43472,2001-02-27,1150,843
43472,2001-02-27,1150,845
43472,2001-02-27,1150,3607
43472,2001-02-27,1150,11
43472,2001-02-27,1150,3598
43472,2001-02-27,1150,172
43472,2001-02-27,1150,3003
43472,2001-02-27,1150,1985
43472,2001-02-27,1150,425
43472,2001-02-27,1150,3603
43472,2001-02-27,1150,3608
43472,2001-02-27,1150,461
43472,2001-02-27,1150,5
43502,2001-02-12,1158,3614
43502,2001-02-12,1158,3615
43748,2001-01-16,1166,3619
43816,2000-12-01,1172,2515
43816,2000-12-01,1172,670
43816,2000-12-01,1172,3639
43816,2000-12-01,1172,172
43816,2000-12-01,1172,2640
43816,2000-12-01,1172,3142
43830,2001-01-20,1178,445
43854,2001-02-28,1184,3654
43854,2001-02-28,1184,3406
43854,2001-02-28,1184,2198
43854,2001-02-28,1184,2690
43854,2001-02-28,1184,1000
43854,2001-02-28,1184,3655
43854,2001-02-28,1184,3656
43854,2001-02-28,1184,515
43854,2001-02-28,1184,2952
43854,2001-02-28,1184,373
43854,2001-02-28,1184,1120
43854,2001-02-28,1184,3268
43854,2001-02-28,1184,3479
43854,2001-02-28,1184,3657
43854,2001-02-28,1184,3658
43854,2001-02-28,1184,948
43854,2001-02-28,1184,3659
43854,2001-02-28,1184,3660
43854,2001-02-28,1184,1634
43854,2001-02-28,1184,3661
43861,2001-02-24,1198,551
43861,2001-02-24,1198,3687
43861,2001-02-24,1198,1564
43861,2001-02-24,1198,3688
43861,2001-02-24,1198,766
43861,2001-02-24,1198,355
43861,2001-02-24,1198,864
43861,2001-02-24,1198,316
43861,2001-02-24,1198,444
43861,2001-02-24,1198,1761
43861,2001-02-24,1198,1166
43861,2001-02-24,1198,2671
43861,2001-02-24,1198,623
43915,2001-02-25,1205,206
43991,2001-01-02,1208,206
43991,2001-01-02,1208,405
43991,2001-01-02,1208,3692
43991,2001-01-02,1208,1469
43991,2001-01-02,1208,2004
43991,2001-01-02,1208,3693
43991,2001-01-02,1208,894
44363,2001-02-22,1214,3709
44363,2001-02-22,1214,3710
44363,2001-02-22,1214,13
44363,2001-02-22,1214,1236
44363,2001-02-22,1214,3711
44363,2001-02-22,1214,172
44363,2001-02-22,1214,2980
44363,2001-02-22,1214,759
44363,2001-02-22,1214,3251
44431,2001-02-18,1219,3745
