CUSTOMER_ID,TRANSACTION_DT,ORDER_NUMBER,MATERIAL_NUMBER
2163,20060630,386,1076
2163,20060630,386,1063
2163,20060630,386,367
2163,20060630,386,1096
2163,20060630,386,1049
2163,20060630,386,433
2163,20060630,386,1097
2187,20060702,400,640
2187,20060702,400,286
2187,20060702,400,677
2187,20060702,400,688
2187,20060702,400,116
2187,20060702,400,393
2187,20060702,400,1028
2187,20060702,400,168
2187,20060702,400,523
2187,20060702,400,1120
2187,20060702,400,348
2187,20060702,400,1103
2237,20060701,421,41
2237,20060701,421,410
2237,20060701,421,831
2237,20060701,421,1146
2237,20060701,421,154
2237,20060701,421,1127
2237,20060701,421,469
2237,20060701,421,11
2237,20060701,421,19
2237,20060701,421,1147
2286,20060702,435,99
2336,20060701,450,1167
2336,20060701,450,255
2336,20060701,450,892
2336,20060701,450,1168
2452,20060701,476,1217
2452,20060701,476,409
2452,20060701,476,219
2452,20060701,476,343
2452,20060701,476,182
2452,20060701,476,537
2452,20060701,476,11
2452,20060701,476,816
2452,20060701,476,77
2452,20060701,476,1218
2452,20060701,476,368
2452,20060701,476,19
2492,20060626,495,1273
2561,20060702,520,1295
2600,20060701,535,1317
2600,20060701,535,144
2600,20060701,535,1137
2600,20060701,535,1300
2600,20060701,535,1308
2600,20060701,535,782
2600,20060701,535,1315
2600,20060701,535,352
2613,20060623,546,564
2613,20060623,546,663
2613,20060623,546,136
2613,20060623,546,1334
2613,20060623,546,228
2613,20060623,546,820
2640,20060701,573,1373
2640,20060701,573,540
2640,20060701,573,1357
2640,20060701,573,1374
2640,20060701,573,1367
2640,20060701,573,1171
2640,20060701,573,224
2640,20060701,573,311
2640,20060701,573,816
2640,20060701,573,1375
2648,20060619,584,144
2648,20060619,584,1387
2648,20060619,584,270
2648,20060619,584,1388
2648,20060619,584,94
2648,20060619,584,108
2648,20060619,584,429
2648,20060619,584,95
2648,20060619,584,1377
2648,20060619,584,6
2648,20060619,584,1384
2648,20060619,584,158
2648,20060619,584,1389
2648,20060619,584,173
2973,20060629,622,787
2974,20060701,634,1454
2974,20060701,634,1402
2974,20060701,634,1504
2974,20060701,634,883
2974,20060701,634,161
2974,20060701,634,1455
2974,20060701,634,1380
2974,20060701,634,1481
2974,20060701,634,152
2974,20060701,634,356
2974,20060701,634,1465
2974,20060701,634,47
2974,20060701,634,1182
2974,20060701,634,15
2974,20060701,634,1479
2974,20060701,634,343
2974,20060701,634,1496
2974,20060701,634,358
2974,20060701,634,274
2974,20060701,634,1466
2974,20060701,634,1458
2974,20060701,634,51
2974,20060701,634,495
2974,20060701,634,1483
2974,20060701,634,451
2974,20060701,634,636
2974,20060701,634,60
2974,20060701,634,615
2974,20060701,634,11
2974,20060701,634,306
2974,20060701,634,95
2974,20060701,634,1250
2974,20060701,634,138
2974,20060701,634,1469
2974,20060701,634,1304
2974,20060701,634,1505
2974,20060701,634,382
2974,20060701,634,431
2974,20060701,634,1063
2974,20060701,634,445
2974,20060701,634,1011
2974,20060701,634,1503
2974,20060701,634,119
2974,20060701,634,434
2974,20060701,634,1002
2974,20060701,634,172
2999,20060623,645,1518
2999,20060623,645,62
3117,20060701,669,0
3117,20060701,669,372
3211,20060626,681,144
3211,20060626,681,1266
3211,20060626,681,1553
3211,20060626,681,677
3211,20060626,681,1554
3211,20060626,681,298
3211,20060626,681,691
3211,20060626,681,247
3211,20060626,681,62
3211,20060626,681,1461
3211,20060626,681,1410
3343,20060629,696,144
3343,20060629,696,630
3343,20060629,696,41
3343,20060629,696,868
3343,20060629,696,459
3343,20060629,696,870
3375,20060626,718,36
3375,20060626,718,1586
3375,20060626,718,47
3375,20060626,718,224
3375,20060626,718,429
3375,20060626,718,1580
3375,20060626,718,232
3375,20060626,718,1533
3699,20060630,744,1193
3735,20060701,759,145
3882,20060630,770,29
3882,20060630,770,398
3882,20060630,770,418
3882,20060630,770,407
3882,20060630,770,384
3882,20060630,770,195
3882,20060630,770,1311
4068,20060702,791,915
4068,20060702,791,1653
4160,20060702,807,1003
4160,20060702,807,1544
4160,20060702,807,1673
4160,20060702,807,1674
4160,20060702,807,244
4160,20060702,807,1667
4160,20060702,807,998
4160,20060702,807,11
4160,20060702,807,11
4160,20060702,807,1675
4160,20060702,807,1664
4160,20060702,807,1676
4239,20060702,853,1688
4239,20060702,853,1709
4240,20060621,869,1169
4240,20060621,869,1716
4240,20060621,869,1253
4240,20060621,869,1717
4240,20060621,869,1537
4240,20060621,869,1727
4240,20060621,869,1235
4240,20060621,869,165
4240,20060621,869,1093
4240,20060621,869,1728
4240,20060621,869,1729
4240,20060621,869,194
4240,20060621,869,11
4240,20060621,869,1730
4240,20060621,869,1731
4240,20060621,869,1304
4240,20060621,869,383
4290,20060629,887,1085
4290,20060629,887,377
4290,20060629,887,245
4290,20060629,887,1377
4290,20060629,887,75
4371,20060702,907,1014
4373,20060628,920,16
4373,20060628,920,1143
4373,20060628,920,739
4373,20060628,920,762
4373,20060628,920,418
4373,20060628,920,194
4373,20060628,920,11
4373,20060628,920,463
4373,20060628,920,407
4373,20060628,920,1807
4373,20060628,920,968
4373,20060628,920,1216
4373,20060628,920,395
4373,20060628,920,1803
4373,20060628,920,352
4393,20060702,933,1008
4393,20060702,933,1266
4393,20060702,933,1786
4393,20060702,933,290
4393,20060702,933,481
4393,20060702,933,1813
4393,20060702,933,274
4393,20060702,933,465
4393,20060702,933,1841
4393,20060702,933,1836
4393,20060702,933,641
4393,20060702,933,1815
4393,20060702,933,11
4393,20060702,933,1116
4393,20060702,933,543
4393,20060702,933,550
4393,20060702,933,1121
4393,20060702,933,586
4393,20060702,933,890
4393,20060702,933,101
4393,20060702,933,62
4393,20060702,933,1817
4393,20060702,933,1824
4393,20060702,933,1842
4432,20060626,945,1852
4432,20060626,945,118
4451,20060702,962,1861
4798,20060628,985,102
5055,20060630,997,1889
5145,20060630,1025,144
5145,20060630,1025,1905
5145,20060630,1025,11
5145,20060630,1025,133
5242,20060702,1036,303
5242,20060702,1036,1919
5278,20060701,1060,1594
5278,20060701,1060,996
5278,20060701,1060,505
5356,20060701,1104,793
5356,20060701,1104,1943
5524,20060628,1115,1976
5524,20060628,1115,2
5524,20060628,1115,1482
5524,20060628,1115,1974
5524,20060628,1115,630
5524,20060628,1115,1978
5524,20060628,1115,432
5524,20060628,1115,1552
5524,20060628,1115,1979
5645,20060701,1132,47
5645,20060701,1132,525
5645,20060701,1132,11
5645,20060701,1132,2007
5645,20060701,1132,505
5649,20060702,1158,1700
5649,20060702,1158,1050
5649,20060702,1158,93
5710,20060630,1172,464
5710,20060630,1172,2023
5710,20060630,1172,2024
5710,20060630,1172,1498
5710,20060630,1172,1772
5710,20060630,1172,2014
5710,20060630,1172,71
5710,20060630,1172,1046
5710,20060630,1172,1116
5710,20060630,1172,1276
5710,20060630,1172,503
5710,20060630,1172,2025
5710,20060630,1172,2026
5945,20060702,1189,1273
5945,20060702,1189,1087
5945,20060702,1189,1481
5945,20060702,1189,65
5945,20060702,1189,881
5945,20060702,1189,1350
5945,20060702,1189,2027
5945,20060702,1189,1111
5945,20060702,1189,500
5945,20060702,1189,138
5945,20060702,1189,538
5945,20060702,1189,139
5945,20060702,1189,1399
5945,20060702,1189,62
5945,20060702,1189,19
5945,20060702,1189,515
5945,20060702,1189,1211
6025,20060630,1201,36
6025,20060630,1201,1455
6025,20060630,1201,248
6025,20060630,1201,1063
6025,20060630,1201,803
6109,20060702,1228,530
6109,20060702,1228,99
6109,20060702,1228,1598
6109,20060702,1228,634
6120,20060629,1244,1452
6161,20060630,1269,121
6161,20060630,1269,2085
6161,20060630,1269,176
6161,20060630,1269,72
6161,20060630,1269,247
6161,20060630,1269,1915
6248,20060701,1287,2115
6321,20060701,1320,1481
6321,20060701,1320,1262
6321,20060701,1320,1148
6321,20060701,1320,894
6321,20060701,1320,465
6321,20060701,1320,221
6321,20060701,1320,595
6321,20060701,1320,210
6321,20060701,1320,379
6321,20060701,1320,537
6321,20060701,1320,638
6321,20060701,1320,1063
6321,20060701,1320,2095
6321,20060701,1320,803
6321,20060701,1320,486
6321,20060701,1320,62
6321,20060701,1320,92
6321,20060701,1320,2116
6321,20060701,1320,1060
6321,20060701,1320,1318
6321,20060701,1320,1524
6321,20060701,1320,352
6321,20060701,1320,529
6321,20060701,1320,756
6321,20060701,1320,1148
6335,20060622,1337,294
6335,20060622,1337,1266
6335,20060622,1337,51
6335,20060622,1337,869
6335,20060622,1337,1239
6335,20060622,1337,2143
6335,20060622,1337,904
6418,20060702,1362,1471
6418,20060702,1362,1143
6418,20060702,1362,108
6418,20060702,1362,1746
6418,20060702,1362,977
6485,20060621,1374,658
6485,20060621,1374,998
6485,20060621,1374,11
6485,20060621,1374,2154
6485,20060621,1374,138
6485,20060621,1374,169
6485,20060621,1374,62
6485,20060621,1374,1103
6485,20060621,1374,985
6546,20060630,1396,2174
6546,20060630,1396,1801
6546,20060630,1396,290
6546,20060630,1396,1716
6546,20060630,1396,1909
6546,20060630,1396,614
6546,20060630,1396,107
6546,20060630,1396,2175
6546,20060630,1396,166
6546,20060630,1396,117
6546,20060630,1396,72
6546,20060630,1396,245
6546,20060630,1396,30
6546,20060630,1396,139
6546,20060630,1396,1533
6546,20060630,1396,2093
6628,20060628,1410,799
6628,20060628,1410,1504
6628,20060628,1410,513
6628,20060628,1410,144
6628,20060628,1410,178
6628,20060628,1410,653
6628,20060628,1410,1498
6628,20060628,1410,952
6628,20060628,1410,343
6628,20060628,1410,804
6628,20060628,1410,894
6628,20060628,1410,1636
6628,20060628,1410,1212
6628,20060628,1410,377
6628,20060628,1410,55
6628,20060628,1410,238
6628,20060628,1410,71
6628,20060628,1410,656
6628,20060628,1410,965
6628,20060628,1410,949
6628,20060628,1410,998
6628,20060628,1410,11
6628,20060628,1410,394
6628,20060628,1410,363
6628,20060628,1410,109
6628,20060628,1410,156
6628,20060628,1410,623
6628,20060628,1410,1068
6628,20060628,1410,1523
6628,20060628,1410,2193
6628,20060628,1410,984
6628,20060628,1410,19
6628,20060628,1410,316
6655,20060627,1426,36
6655,20060627,1426,395
6689,20060702,1468,2218
6689,20060702,1468,1256
6705,20060627,1480,603
6705,20060627,1480,11
6705,20060627,1480,530
6896,20060627,1496,62
6896,20060627,1496,1358
7019,20060701,1508,174
7019,20060701,1508,2170
7019,20060701,1508,252
7019,20060701,1508,1348
7019,20060701,1508,196
7019,20060701,1508,985
7019,20060701,1508,830
7054,20060629,1529,652
7054,20060629,1529,653
7054,20060629,1529,731
7054,20060629,1529,677
7054,20060629,1529,1471
7054,20060629,1529,938
7054,20060629,1529,1116
7054,20060629,1529,1540
7054,20060629,1529,530
7054,20060629,1529,99
7054,20060629,1529,110
7054,20060629,1529,2246
7054,20060629,1529,651
7057,20060701,1547,2253
7057,20060701,1547,2257
7057,20060701,1547,19
7057,20060701,1547,1521
7057,20060701,1547,1211
7061,20060702,1558,72
7081,20060701,1575,269
7081,20060701,1575,445
7150,20060630,1612,540
7150,20060630,1612,1541
7150,20060630,1612,463
7150,20060630,1612,895
7182,20060621,1624,878
7211,20060629,1640,1308
7267,20060701,1651,2290
7275,20060702,1679,2233
7275,20060702,1679,198
7275,20060702,1679,210
7275,20060702,1679,2323
7275,20060702,1679,989
7275,20060702,1679,62
7275,20060702,1679,195
7297,20060702,1722,261
7297,20060702,1722,659
7359,20060630,1749,0
7359,20060630,1749,911
7359,20060630,1749,631
7400,20060702,1771,2371
7400,20060702,1771,29
7400,20060702,1771,677
7400,20060702,1771,495
7400,20060702,1771,1721
7400,20060702,1771,1473
7400,20060702,1771,998
7400,20060702,1771,11
7400,20060702,1771,380
7400,20060702,1771,817
7400,20060702,1771,1711
7400,20060702,1771,2222
7400,20060702,1771,1453
7400,20060702,1771,62
7400,20060702,1771,707
7400,20060702,1771,1914
7400,20060702,1771,1375
7400,20060702,1771,352
7678,20060702,1788,414
7678,20060702,1788,701
7678,20060702,1788,988
7678,20060702,1788,596
7678,20060702,1788,176
7678,20060702,1788,1481
7678,20060702,1788,290
7678,20060702,1788,2389
7678,20060702,1788,343
7678,20060702,1788,244
7678,20060702,1788,2374
7678,20060702,1788,483
7678,20060702,1788,2228
7678,20060702,1788,2078
7678,20060702,1788,2387
7678,20060702,1788,95
7678,20060702,1788,280
7678,20060702,1788,90
7678,20060702,1788,694
7678,20060702,1788,160
7694,20060626,1809,144
7694,20060626,1809,840
7694,20060626,1809,677
7694,20060626,1809,574
7694,20060626,1809,243
7694,20060626,1809,636
7694,20060626,1809,858
7694,20060626,1809,500
7694,20060626,1809,998
7694,20060626,1809,11
7694,20060626,1809,1749
7694,20060626,1809,660
7694,20060626,1809,201
7694,20060626,1809,642
7694,20060626,1809,1839
7694,20060626,1809,817
7694,20060626,1809,934
7694,20060626,1809,2333
7694,20060626,1809,2396
7694,20060626,1809,977
7694,20060626,1809,2150
7835,20060701,1841,2407
7835,20060701,1841,1987
7835,20060701,1841,1902
7839,20060630,1861,914
7988,20060629,1875,775
7988,20060629,1875,1157
7988,20060629,1875,940
8003,20060627,1888,1740
8003,20060627,1888,621
8006,20060628,1907,1504
8006,20060628,1907,988
8006,20060628,1907,371
8006,20060628,1907,233
8006,20060628,1907,2435
8006,20060628,1907,1787
8006,20060628,1907,343
8006,20060628,1907,2438
8006,20060628,1907,1526
8006,20060628,1907,71
8006,20060628,1907,1543
8006,20060628,1907,224
8006,20060628,1907,2439
8006,20060628,1907,2423
8006,20060628,1907,2432
8006,20060628,1907,2411
8006,20060628,1907,998
8006,20060628,1907,91
8006,20060628,1907,849
8006,20060628,1907,19
8006,20060628,1907,820
8178,20060628,1935,897
8207,20060630,1948,36
8207,20060630,1948,2446
8207,20060630,1948,1025
8207,20060630,1948,343
8207,20060630,1948,121
8207,20060630,1948,1660
8207,20060630,1948,658
8207,20060630,1948,11
8207,20060630,1948,72
8207,20060630,1948,675
8275,20060702,1968,290
8281,20060629,1999,1773
8281,20060629,1999,154
8306,20060627,2016,2105
8306,20060627,2016,152
8306,20060627,2016,652
8306,20060627,2016,85
8306,20060627,2016,290
8306,20060627,2016,769
8306,20060627,2016,275
8306,20060627,2016,557
8306,20060627,2016,1408
8306,20060627,2016,280
8306,20060627,2016,1839
8306,20060627,2016,502
8306,20060627,2016,2463
8306,20060627,2016,435
8306,20060627,2016,830
8306,20060627,2016,2057
8408,20060628,2035,36
8408,20060628,2035,1405
8408,20060628,2035,2071
8408,20060628,2035,1487
8408,20060628,2035,998
8408,20060628,2035,11
8408,20060628,2035,355
8408,20060628,2035,2467
8408,20060628,2035,2469
8408,20060628,2035,1517
8529,20060702,2047,1200
8604,20060701,2089,1787
8604,20060701,2089,831
8604,20060701,2089,909
8604,20060701,2089,1775
8667,20060701,2105,526
8667,20060701,2105,36
8667,20060701,2105,1881
8667,20060701,2105,572
8667,20060701,2105,290
8667,20060701,2105,47
8667,20060701,2105,343
8667,20060701,2105,3
8667,20060701,2105,257
8667,20060701,2105,2099
8667,20060701,2105,2499
8667,20060701,2105,1584
8667,20060701,2105,1407
8667,20060701,2105,24
8667,20060701,2105,117
8667,20060701,2105,1971
8667,20060701,2105,2500
8667,20060701,2105,530
8667,20060701,2105,1796
8720,20060629,2119,272
8720,20060629,2119,343
8720,20060629,2119,461
8720,20060629,2119,52
8720,20060629,2119,57
8720,20060629,2119,117
8720,20060629,2119,168
8720,20060629,2119,111
8720,20060629,2119,943
8972,20060628,2138,430
8972,20060628,2138,72
8972,20060628,2138,93
9021,20060702,2152,1235
9021,20060702,2152,928
9021,20060702,2152,866
9038,20060702,2179,1167
9038,20060702,2179,244
9126,20060702,2191,144
9126,20060702,2191,1944
9126,20060702,2191,1577
9126,20060702,2191,934
9126,20060702,2191,937
9172,20060628,2223,2236
9202,20060630,2235,2072
9202,20060630,2235,2219
9202,20060630,2235,805
9202,20060630,2235,1536
9202,20060630,2235,677
9202,20060630,2235,2518
9202,20060630,2235,72
9202,20060630,2235,280
9202,20060630,2235,139
9202,20060630,2235,99
9202,20060630,2235,2519
9202,20060630,2235,699
9333,20060701,2250,2003
9333,20060701,2250,2367
9333,20060701,2250,724
9333,20060701,2250,2524
9425,20060629,2261,862
9425,20060629,2261,1481
9425,20060629,2261,18
9566,20060622,2284,273
9612,20060625,2305,901
9640,20060630,2333,2407
9640,20060630,2333,131
9640,20060630,2333,2542
9640,20060630,2333,595
9836,20060629,2354,2371
9836,20060629,2354,1414
9836,20060629,2354,1294
9836,20060629,2354,1749
9836,20060629,2354,1610
9872,20060701,2371,2550
9872,20060701,2371,2552
9872,20060701,2371,222
9872,20060701,2371,186
9872,20060701,2371,225
9872,20060701,2371,430
9872,20060701,2371,211
9872,20060701,2371,62
9872,20060701,2371,627
9872,20060701,2371,119
9872,20060701,2371,204
9952,20060702,2395,787
9952,20060702,2395,36
9952,20060702,2395,2133
9952,20060702,2395,495
10122,20060629,2413,799
10122,20060629,2413,36
10122,20060629,2413,2371
10122,20060629,2413,1969
10122,20060629,2413,256
10122,20060629,2413,654
10122,20060629,2413,2043
10122,20060629,2413,1244
10122,20060629,2413,181
10122,20060629,2413,613
10122,20060629,2413,1193
10122,20060629,2413,2059
10122,20060629,2413,1843
10122,20060629,2413,1554
10122,20060629,2413,154
10122,20060629,2413,2575
10122,20060629,2413,1591
10122,20060629,2413,557
10122,20060629,2413,966
10122,20060629,2413,108
10122,20060629,2413,998
10122,20060629,2413,1611
10122,20060629,2413,245
10122,20060629,2413,660
10122,20060629,2413,1298
10122,20060629,2413,2569
10122,20060629,2413,1540
10122,20060629,2413,99
10122,20060629,2413,226
10122,20060629,2413,1063
10122,20060629,2413,2047
10122,20060629,2413,303
10122,20060629,2413,927
10193,20060702,2439,2415
10193,20060702,2439,482
10193,20060702,2439,2506
10193,20060702,2439,2518
10254,20060627,2463,1811
10288,20060605,2475,1393
10288,20060605,2475,81
10288,20060605,2475,1674
10288,20060605,2475,614
10288,20060605,2475,2592
10288,20060605,2475,1960
10288,20060605,2475,2590
10288,20060605,2475,40
10291,20060701,2504,191
10291,20060701,2504,62
10394,20060622,2524,36
10394,20060622,2524,1416
10394,20060622,2524,11
10410,20060702,2555,495
10410,20060702,2555,2318
10410,20060702,2555,2464
10410,20060702,2555,2598
10440,20060701,2583,317
10440,20060701,2583,289
10440,20060701,2583,377
10569,20060630,2595,675
10569,20060630,2595,893
10665,20060701,2632,2211
10737,20060702,2659,36
10737,20060702,2659,29
10737,20060702,2659,154
10737,20060702,2659,121
10737,20060702,2659,11
10737,20060702,2659,463
10737,20060702,2659,530
10737,20060702,2659,46
10737,20060702,2659,99
10737,20060702,2659,119
10737,20060702,2659,1002
10821,20060701,2673,2279
10821,20060701,2673,1991
10821,20060701,2673,525
10821,20060701,2673,212
10821,20060701,2673,172
10821,20060701,2673,196
10821,20060701,2673,19
10821,20060701,2673,767
10849,20060629,2702,11
10855,20060702,2717,1628
10855,20060702,2717,2618
10855,20060702,2717,1067
10855,20060702,2717,102
10947,20060701,2732,839
10947,20060701,2732,1857
10947,20060701,2732,343
10947,20060701,2732,182
10947,20060701,2732,121
10947,20060701,2732,275
10947,20060701,2732,981
10947,20060701,2732,11
10947,20060701,2732,691
10947,20060701,2732,1304
10947,20060701,2732,1706
10981,20060626,2743,375
10981,20060626,2743,574
10981,20060626,2743,111
10998,20060621,2757,1134
10998,20060621,2757,947
10998,20060621,2757,11
10998,20060621,2757,934
10998,20060621,2757,347
11063,20060626,2769,855
11063,20060626,2769,2165
11063,20060626,2769,104
11063,20060626,2769,179
11063,20060626,2769,654
11063,20060626,2769,702
11063,20060626,2769,1819
11063,20060626,2769,1639
11063,20060626,2769,343
11063,20060626,2769,2324
11063,20060626,2769,2634
11063,20060626,2769,1968
11063,20060626,2769,244
11063,20060626,2769,2464
11063,20060626,2769,949
11063,20060626,2769,777
11063,20060626,2769,998
11063,20060626,2769,245
11063,20060626,2769,2635
11063,20060626,2769,2078
11063,20060626,2769,889
11063,20060626,2769,1612
11063,20060626,2769,1990
11063,20060626,2769,1549
11063,20060626,2769,600
11063,20060626,2769,382
11063,20060626,2769,1132
11063,20060626,2769,2630
11063,20060626,2769,196
11147,20060622,2782,1394
11147,20060622,2782,11
11147,20060622,2782,1348
11202,20060622,2794,1504
11202,20060622,2794,2645
11202,20060622,2794,922
11202,20060622,2794,631
11202,20060622,2794,417
11202,20060622,2794,1588
11202,20060622,2794,71
11202,20060622,2794,876
11202,20060622,2794,2169
11202,20060622,2794,2640
11202,20060622,2794,247
11202,20060622,2794,905
11202,20060622,2794,523
11202,20060622,2794,62
11202,20060622,2794,1461
11202,20060622,2794,195
11202,20060622,2794,781
11202,20060622,2794,1947
11202,20060622,2794,985
11202,20060622,2794,2024
11202,20060622,2794,352
11202,20060622,2794,927
11216,20060630,2827,176
11216,20060630,2827,496
11216,20060630,2827,1204
11216,20060630,2827,1428
11216,20060630,2827,2437
11216,20060630,2827,110
11216,20060630,2827,1517
11216,20060630,2827,2023
11293,20060629,2845,343
11293,20060629,2845,472
11293,20060629,2845,909
11293,20060629,2845,11
11293,20060629,2845,202
11293,20060629,2845,2208
11319,20060702,2869,796
11319,20060702,2869,276
11319,20060702,2869,1310
11319,20060702,2869,1055
11319,20060702,2869,34
11319,20060702,2869,225
11319,20060702,2869,11
11319,20060702,2869,95
11319,20060702,2869,690
11319,20060702,2869,1612
11319,20060702,2869,661
11319,20060702,2869,643
11319,20060702,2869,1579
11487,20060702,2885,0
11487,20060702,2885,596
11487,20060702,2885,1909
11567,20060702,2898,526
11567,20060702,2898,598
11567,20060702,2898,1046
11567,20060702,2898,1278
11567,20060702,2898,824
11567,20060702,2898,2366
11567,20060702,2898,352
11619,20060630,2926,36
11619,20060630,2926,790
11619,20060630,2926,1652
11686,20060626,2949,1019
11686,20060626,2949,233
11686,20060626,2949,790
11763,20060630,2967,349
11763,20060630,2967,289
11763,20060630,2967,257
11763,20060630,2967,292
11763,20060630,2967,1920
11763,20060630,2967,1538
11785,20060628,2992,698
11785,20060628,2992,631
11785,20060628,2992,903
11785,20060628,2992,1591
11785,20060628,2992,82
11785,20060628,2992,1281
11785,20060628,2992,1667
11785,20060628,2992,869
11785,20060628,2992,2635
11785,20060628,2992,247
11785,20060628,2992,211
11785,20060628,2992,2671
11785,20060628,2992,303
11785,20060628,2992,196
11900,20060701,3012,726
11900,20060701,3012,1559
11900,20060701,3012,1312
11900,20060701,3012,1487
11900,20060701,3012,1612
11900,20060701,3012,2172
11900,20060701,3012,620
12043,20060620,3024,1994
12043,20060620,3024,415
12043,20060620,3024,498
12043,20060620,3024,1292
12043,20060620,3024,2676
12043,20060620,3024,1149
12043,20060620,3024,1149
12095,20060702,3047,731
12095,20060702,3047,290
12095,20060702,3047,677
12095,20060702,3047,2677
12095,20060702,3047,382
12095,20060702,3047,2046
12095,20060702,3047,9
12095,20060702,3047,2057
12185,20060628,3062,36
12185,20060628,3062,36
12185,20060628,3062,690
12185,20060628,3062,2530
12219,20060627,3078,580
12219,20060627,3078,1211
12243,20060627,3106,2435
12243,20060627,3106,2536
12243,20060627,3106,869
12276,20060701,3134,500
12276,20060701,3134,538
12417,20060626,3147,2690
12437,20060628,3162,36
12437,20060628,3162,1240
12437,20060628,3162,2693
12437,20060628,3162,165
12437,20060628,3162,747
12437,20060628,3162,154
12437,20060628,3162,4
12437,20060628,3162,122
12437,20060628,3162,636
12437,20060628,3162,740
12437,20060628,3162,194
12437,20060628,3162,2692
12437,20060628,3162,11
12437,20060628,3162,26
12437,20060628,3162,1348
12437,20060628,3162,1231
12445,20060628,3178,787
12445,20060628,3178,0
12445,20060628,3178,2472
12545,20060702,3192,614
12545,20060702,3192,1692
12567,20060628,3226,161
12567,20060628,3226,1406
12567,20060628,3226,181
12567,20060628,3226,343
12567,20060628,3226,732
12567,20060628,3226,273
12567,20060628,3226,1666
